AFC,EAST,NE
AFC,EAST,MIA
AFC,EAST,NYJ
AFC,EAST,BUF
AFC,NORTH,BAL
AFC,NORTH,CLE
AFC,NORTH,CIN
AFC,NORTH,PIT
AFC,SOUTH,HOU
AFC,SOUTH,IND
AFC,SOUTH,JAC
AFC,SOUTH,TEN
AFC,WEST,DEN
AFC,WEST,KC
AFC,WEST,SD
AFC,WEST,OAK
NFC,EAST,DAL
NFC,EAST,WAS
NFC,EAST,NYG
NFC,EAST,PHI
NFC,NORTH,DET
NFC,NORTH,MIN
NFC,NORTH,GB
NFC,NORTH,CHI
NFC,SOUTH,ATL
NFC,SOUTH,TB
NFC,SOUTH,NO
NFC,SOUTH,CAR
NFC,WEST,SF
NFC,WEST,ARZ
NFC,WEST,LAR
NFC,WEST,SEA
